label,Text
1,"['discoveries', 'concerning', 'activation', 'innate', 'immunity']"
1,"['discoveries', 'concerning', 'activation', 'innate', 'immunity']"
0,"['discovery', 'accelerating', 'expansion', 'Universe', 'observations', 'distant', 'supernovae']"
5,"['theory', 'stable', 'allocations', 'practice', 'market', 'design']"
5,"['theory', 'stable', 'allocations', 'practice', 'market', 'design']"
2,"['six', 'decades', 'contributed', 'advancement', 'peace', 'reconciliation', 'democracy', 'human', 'rights', 'Europe']"
3,"['hallucinatory', 'realism', 'merges', 'folk', 'tales', 'history', 'contemporary']"
14,"['studies', 'Gproteincoupled', 'receptors']"
14,"['studies', 'Gproteincoupled', 'receptors']"
0,"['groundbreaking', 'experimental', 'methods', 'enable', 'measuring', 'manipulation', 'individual', 'quantum', 'systems']"
1,"['discovery', 'mature', 'cells', 'reprogrammed', 'become', 'pluripotent']"
1,"['discovery', 'mature', 'cells', 'reprogrammed', 'become', 'pluripotent']"
0,"['groundbreaking', 'experimental', 'methods', 'enable', 'measuring', 'manipulation', 'individual', 'quantum', 'systems']"
5,"['empirical', 'analysis', 'asset', 'prices']"
14,"['development', 'multiscale', 'models', 'complex', 'chemical', 'systems']"
5,"['empirical', 'analysis', 'asset', 'prices']"
5,"['empirical', 'analysis', 'asset', 'prices']"
2,"['extensive', 'efforts', 'eliminate', 'chemical', 'weapons']"
3,"['master', 'contemporary', 'short', 'story']"
14,"['development', 'multiscale', 'models', 'complex', 'chemical', 'systems']"
14,"['development', 'multiscale', 'models', 'complex', 'chemical', 'systems']"
0,"['theoretical', 'discovery', 'mechanism', 'contributes', 'understanding', 'origin', 'mass', 'subatomic', 'particles', 'recently', 'confirmed', 'discovery', 'predicted', 'fundamental', 'particle', 'ATLAS', 'CMS', 'experiments', 'CERNs', 'Large', 'Hadron', 'Collider']"
0,"['theoretical', 'discovery', 'mechanism', 'contributes', 'understanding', 'origin', 'mass', 'subatomic', 'particles', 'recently', 'confirmed', 'discovery', 'predicted', 'fundamental', 'particle', 'ATLAS', 'CMS', 'experiments', 'CERNs', 'Large', 'Hadron', 'Collider']"
1,"['discoveries', 'machinery', 'regulating', 'vesicle', 'traffic', 'major', 'transport', 'system', 'cells']"
1,"['discoveries', 'machinery', 'regulating', 'vesicle', 'traffic', 'major', 'transport', 'system', 'cells']"
1,"['discoveries', 'machinery', 'regulating', 'vesicle', 'traffic', 'major', 'transport', 'system', 'cells']"
5,"['analysis', 'market', 'power', 'regulation']"
2,"['struggle', 'suppression', 'children', 'young', 'people', 'right', 'children', 'education']"
3,"['art', 'memory', 'evoked', 'ungraspable', 'human', 'destinies', 'uncovered', 'lifeworld', 'occupation']"
14,"['development', 'superresolved', 'fluorescence', 'microscopy']"
14,"['development', 'superresolved', 'fluorescence', 'microscopy']"
14,"['development', 'superresolved', 'fluorescence', 'microscopy']"
2,"['struggle', 'suppression', 'children', 'young', 'people', 'right', 'children', 'education']"
0,"['invention', 'efficient', 'blue', 'lightemitting', 'diodes', 'enabled', 'bright', 'energysaving', 'white', 'light', 'sources']"
0,"['invention', 'efficient', 'blue', 'lightemitting', 'diodes', 'enabled', 'bright', 'energysaving', 'white', 'light', 'sources']"
1,"['discoveries', 'cells', 'constitute', 'positioning', 'system', 'brain']"
1,"['discoveries', 'cells', 'constitute', 'positioning', 'system', 'brain']"
1,"['discoveries', 'cells', 'constitute', 'positioning', 'system', 'brain']"
0,"['invention', 'efficient', 'blue', 'lightemitting', 'diodes', 'enabled', 'bright', 'energysaving', 'white', 'light', 'sources']"
5,"['analysis', 'consumption', 'poverty', 'welfare']"
2,"['decisive', 'contribution', 'building', 'pluralistic', 'democracy', 'Tunisia', 'wake', 'Jasmine', 'Revolution', '2011']"
3,"['polyphonic', 'writings', 'monument', 'suffering', 'courage', 'time']"
14,"['mechanistic', 'studies', 'DNA', 'repair']"
14,"['mechanistic', 'studies', 'DNA', 'repair']"
14,"['mechanistic', 'studies', 'DNA', 'repair']"
0,"['discovery', 'neutrino', 'oscillations', 'shows', 'neutrinos', 'mass']"
1,"['discoveries', 'concerning', 'novel', 'therapy', 'Malaria']"
1,"['discoveries', 'concerning', 'novel', 'therapy', 'infections', 'caused', 'roundworm', 'parasites']"
1,"['discoveries', 'concerning', 'novel', 'therapy', 'infections', 'caused', 'roundworm', 'parasites']"
0,"['discovery', 'neutrino', 'oscillations', 'shows', 'neutrinos', 'mass']"
5,"['contributions', 'contract', 'theory']"
14,"['design', 'synthesis', 'molecular', 'machines']"
5,"['contributions', 'contract', 'theory']"
2,"['resolute', 'efforts', 'bring', 'countrys', '50yearlong', 'civil', 'war', 'end']"
14,"['design', 'synthesis', 'molecular', 'machines']"
3,"['created', 'new', 'poetic', 'expressions', 'within', 'great', 'American', 'song', 'tradition']"
0,"['theoretical', 'discoveries', 'topological', 'phase', 'transitions', 'topological', 'phases', 'matter']"
0,"['theoretical', 'discoveries', 'topological', 'phase', 'transitions', 'topological', 'phases', 'matter']"
0,"['theoretical', 'discoveries', 'topological', 'phase', 'transitions', 'topological', 'phases', 'matter']"
1,"['discoveries', 'mechanisms', 'autophagy']"
14,"['design', 'synthesis', 'molecular', 'machines']"
2,"['work', 'draw', 'attention', 'catastrophic', 'humanitarian', 'consequences', 'use', 'nuclear', 'weapons', 'groundbreaking', 'efforts', 'achieve', 'treatybased', 'prohibition', 'weapons']"
3,"['novels', 'great', 'emotional', 'force', 'uncovered', 'abyss', 'beneath', 'illusory', 'sense', 'connection', 'world']"
14,"['developing', 'cryoelectron', 'microscopy', 'highresolution', 'structure', 'determination', 'biomolecules', 'solution']"
14,"['developing', 'cryoelectron', 'microscopy', 'highresolution', 'structure', 'determination', 'biomolecules', 'solution']"
14,"['developing', 'cryoelectron', 'microscopy', 'highresolution', 'structure', 'determination', 'biomolecules', 'solution']"
0,"['decisive', 'contributions', 'LIGO', 'detector', 'observation', 'gravitational', 'waves']"
5,"['contributions', 'behavioural', 'economics']"
0,"['decisive', 'contributions', 'LIGO', 'detector', 'observation', 'gravitational', 'waves']"
1,"['discoveries', 'molecular', 'mechanisms', 'controlling', 'circadian', 'rhythm']"
1,"['discoveries', 'molecular', 'mechanisms', 'controlling', 'circadian', 'rhythm']"
1,"['discoveries', 'molecular', 'mechanisms', 'controlling', 'circadian', 'rhythm']"
0,"['decisive', 'contributions', 'LIGO', 'detector', 'observation', 'gravitational', 'waves']"
3,"['narrative', 'imagination', 'encyclopedic', 'passion', 'represents', 'crossing', 'boundaries', 'form', 'life']"
5,"['integrating', 'technological', 'innovations', 'longrun', 'macroeconomic', 'analysis']"
5,"['integrating', 'climate', 'change', 'longrun', 'macroeconomic', 'analysis']"
2,"['efforts', 'end', 'use', 'sexual', 'violence', 'weapon', 'war', 'armed', 'conflict']"
2,"['efforts', 'end', 'use', 'sexual', 'violence', 'weapon', 'war', 'armed', 'conflict']"
14,"['phage', 'display', 'peptides', 'antibodies']"
14,"['phage', 'display', 'peptides', 'antibodies']"
14,"['directed', 'evolution', 'enzymes']"
0,"['method', 'generating', 'highintensity', 'ultrashort', 'optical', 'pulses']"
0,"['optical', 'tweezers', 'application', 'biological', 'systems']"
1,"['discovery', 'cancer', 'therapy', 'inhibition', 'negative', 'immune', 'regulation']"
1,"['discovery', 'cancer', 'therapy', 'inhibition', 'negative', 'immune', 'regulation']"
0,"['method', 'generating', 'highintensity', 'ultrashort', 'optical', 'pulses']"
14,"['development', 'lithiumion', 'batteries']"
5,"['experimental', 'approach', 'alleviating', 'global', 'poverty']"
5,"['experimental', 'approach', 'alleviating', 'global', 'poverty']"
3,"['influential', 'work', 'linguistic', 'ingenuity', 'explored', 'periphery', 'specificity', 'human', 'experience']"
5,"['experimental', 'approach', 'alleviating', 'global', 'poverty']"
14,"['development', 'lithiumion', 'batteries']"
2,"['efforts', 'achieve', 'peace', 'international', 'cooperation', 'particular', 'decisive', 'initiative', 'resolve', 'border', 'conflict', 'neighbouring', 'Eritrea']"
0,"['discovery', 'exoplanet', 'orbiting', 'solartype', 'star']"
0,"['discovery', 'exoplanet', 'orbiting', 'solartype', 'star']"
0,"['theoretical', 'discoveries', 'physical', 'cosmology']"
1,"['discoveries', 'cells', 'sense', 'adapt', 'oxygen', 'availability']"
1,"['discoveries', 'cells', 'sense', 'adapt', 'oxygen', 'availability']"
1,"['discoveries', 'cells', 'sense', 'adapt', 'oxygen', 'availability']"
14,"['development', 'lithiumion', 'batteries']"
5,"['improvements', 'auction', 'theory', 'inventions', 'new', 'auction', 'formats']"
5,"['improvements', 'auction', 'theory', 'inventions', 'new', 'auction', 'formats']"
2,"['efforts', 'combat', 'hunger', 'contribution', 'bettering', 'conditions', 'peace', 'conflictaffected', 'areas', 'acting', 'driving', 'force', 'efforts', 'prevent', 'use', 'hunger', 'weapon', 'war', 'conflict']"
3,"['unmistakable', 'poetic', 'voice', 'austere', 'beauty', 'makes', 'individual', 'existence', 'universal']"
14,"['development', 'method', 'genome', 'editing']"
14,"['development', 'method', 'genome', 'editing']"
0,"['discovery', 'supermassive', 'compact', 'object', 'centre', 'galaxy']"
0,"['discovery', 'black', 'hole', 'formation', 'robust', 'prediction', 'general', 'theory', 'relativity']"
1,"['discovery', 'Hepatitis', 'C', 'virus']"
1,"['discovery', 'Hepatitis', 'C', 'virus']"
1,"['discovery', 'Hepatitis', 'C', 'virus']"
0,"['discovery', 'supermassive', 'compact', 'object', 'centre', 'galaxy']"
3,"['uncompromising', 'compassionate', 'penetration', 'effects', 'colonialism', 'fate', 'refugee', 'gulf', 'cultures', 'continents']"
5,"['methodological', 'contributions', 'analysis', 'causal', 'relationships']"
5,"['empirical', 'contributions', 'labour', 'economics']"
2,"['efforts', 'safeguard', 'freedom', 'expression', 'precondition', 'democracy', 'lasting', 'peace']"
5,"['methodological', 'contributions', 'analysis', 'causal', 'relationships']"
2,"['efforts', 'safeguard', 'freedom', 'expression', 'precondition', 'democracy', 'lasting', 'peace']"
14,"['development', 'asymmetric', 'organocatalysis']"
0,"['physical', 'modelling', 'Earth’s', 'climate', 'quantifying', 'variability', 'reliably', 'predicting', 'global', 'warming']"
0,"['discovery', 'interplay', 'disorder', 'fluctuations', 'physical', 'systems', 'atomic', 'planetary', 'scales']"
0,"['physical', 'modelling', 'Earth’s', 'climate', 'quantifying', 'variability', 'reliably', 'predicting', 'global', 'warming']"
1,"['discoveries', 'receptors', 'temperature', 'touch']"
1,"['discoveries', 'receptors', 'temperature', 'touch']"
14,"['development', 'asymmetric', 'organocatalysis']"
5,"['research', 'banks', 'financial', 'crises']"
2,"['Peace', 'Prize', 'laureates', 'represent', 'civil', 'society', 'home', 'countries', 'many', 'years', 'promoted', 'right', 'criticise', 'power', 'protect', 'fundamental', 'rights', 'citizens', 'made', 'outstanding', 'effort', 'document', 'war', 'crimes', 'human', 'right', 'abuses', 'abuse', 'power', 'Together', 'demonstrate', 'significance', 'civil', 'society', 'peace', 'democracy']"
2,"['Peace', 'Prize', 'laureates', 'represent', 'civil', 'society', 'home', 'countries', 'many', 'years', 'promoted', 'right', 'criticise', 'power', 'protect', 'fundamental', 'rights', 'citizens', 'made', 'outstanding', 'effort', 'document', 'war', 'crimes', 'human', 'right', 'abuses', 'abuse', 'power', 'Together', 'demonstrate', 'significance', 'civil', 'society', 'peace', 'democracy']"
2,"['Peace', 'Prize', 'laureates', 'represent', 'civil', 'society', 'home', 'countries', 'many', 'years', 'promoted', 'right', 'criticise', 'power', 'protect', 'fundamental', 'rights', 'citizens', 'made', 'outstanding', 'effort', 'document', 'war', 'crimes', 'human', 'right', 'abuses', 'abuse', 'power', 'Together', 'demonstrate', 'significance', 'civil', 'society', 'peace', 'democracy']"
3,"['courage', 'clinical', 'acuity', 'uncovers', 'roots', 'estrangements', 'collective', 'restraints', 'personal', 'memory']"
14,"['development', 'click', 'chemistry', 'bioorthogonal', 'chemistry']"
0,"['experiments', 'entangled', 'photons', 'establishing', 'violation', 'Bell', 'inequalities', 'pioneering', 'quantum', 'information', 'science']"
0,"['experiments', 'entangled', 'photons', 'establishing', 'violation', 'Bell', 'inequalities', 'pioneering', 'quantum', 'information', 'science']"
0,"['experiments', 'entangled', 'photons', 'establishing', 'violation', 'Bell', 'inequalities', 'pioneering', 'quantum', 'information', 'science']"
1,"['discoveries', 'concerning', 'genomes', 'extinct', 'hominins', 'human', 'evolution']"
14,"['development', 'click', 'chemistry', 'bioorthogonal', 'chemistry']"
14,"['development', 'click', 'chemistry', 'bioorthogonal', 'chemistry']"
5,"['research', 'banks', 'financial', 'crises']"
14,"['development', 'click', 'chemistry', 'bioorthogonal', 'chemistry']"
5,"['research', 'banks', 'financial', 'crises']"
